tick,Ω_value,coherence,entropy,drift_index,timestamp
1,0.9209934283060225,0.9991073362081044,0.0039027861706028167,-0.0003151830390181187,2025-10-25 14:55:32.592797
2,0.9206782452670044,0.9991682353579104,0.004400312488523113,0.0011057482544362118,2025-10-25 14:55:33.592797
3,0.9232049248148949,0.9993249153729525,0.004702621849859092,0.002616068026925933,2025-10-25 14:55:34.592797
4,0.9259103813208562,0.9993161406156105,0.0047234902968823714,7.293195652269269e-05,2025-10-25 14:55:35.592797
5,0.9233507887279403,0.9985866991896128,0.004474967264260378,-0.000802392944010466,2025-10-25 14:55:36.592797
6,0.9243055954328353,0.9987186524880255,0.00501142496617375,0.0027681400595774286,2025-10-25 14:55:37.592797
7,0.9288870688470952,0.9991545105801626,0.004166189785308703,0.0019563455554488796,2025-10-25 14:55:38.592797
8,0.9282182865437331,0.9991541357852737,0.004628810257489353,-0.0010939133320955752,2025-10-25 14:55:39.592797
9,0.926699242182904,0.9991545143058919,0.00476014781585595,0.0007298991837797475,2025-10-25 14:55:40.592797
10,0.9296780849112926,1.0001558194471964,0.004957219417029375,0.0009608305624692615,2025-10-25 14:55:41.592797
11,0.9286209033078425,0.9991712671532079,0.005055807439044445,-5.3515927809444364e-05,2025-10-25 14:55:42.592797
12,0.9295710530556737,0.9993406696920542,0.0041376789540810656,0.0016601538337251975,2025-10-25 14:55:43.592797
13,0.9319412109752929,0.9992862005290479,0.0039329429146321895,-0.0004927766217408536,2025-10-25 14:55:44.592797
14,0.928585499812192,0.9991954173753917,0.005338838410949255,-0.0010121062347323573,2025-10-25 14:55:45.592797
15,0.9299169985058282,0.9989054192266079,0.004866157005989796,0.0023057665847635578,2025-10-25 14:55:46.592797
16,0.9331970329817191,0.9992276907661479,0.004325756731721723,0.0016668605815253756,2025-10-25 14:55:47.592797
17,0.933250719668879,0.9987681524356388,0.0054755759877612616,0.001831308731182979,2025-10-25 14:55:48.592797
18,0.936859650444085,0.998928954417978,0.00475783731714643,0.0010595809141599188,2025-10-25 14:55:49.592797
19,0.9353698814971988,0.9988543909356513,0.005289648592031913,-0.0007717771645838201,2025-10-25 14:55:50.592797
20,0.9353160961149174,0.9990245622418159,0.0047337592407050546,0.0033284467137895124,2025-10-25 14:55:51.592797
21,0.9420267749247778,0.999694397570002,0.005730373962440994,0.002141301270195517,2025-10-25 14:55:52.592797
22,0.9395986986553084,0.9984398204422225,0.005577670421221603,-0.0004433466948868814,2025-10-25 14:55:53.592797
23,0.9411400815350041,0.9992058780571124,0.004575517925760463,-0.0002441980163802038,2025-10-25 14:55:54.592797
24,0.939110302622548,0.998516185238643,0.005185785475477178,0.00034286294013363694,2025-10-25 14:55:55.592797
25,0.9418258074152713,0.9988584204402632,0.005022687974792574,0.00249044464527004,2025-10-25 14:55:56.592797
26,0.9440911919130881,0.9993266851790902,0.005384315778766175,0.00034816301644957637,2025-10-25 14:55:57.592797
27,0.9425221334481705,0.9990192840057286,0.004217538269709948,0.0012195492979825695,2025-10-25 14:55:58.592797
28,0.9465302905090532,0.9986766765666212,0.0050430257299992195,0.0015051287568502159,2025-10-25 14:55:59.592797
29,0.9455323909618709,0.998785408887222,0.005229212243424794,0.0002873821012077671,2025-10-25 14:56:00.592797
30,0.9471050547114688,0.9992038793246804,0.003820630256788443,0.0009537059470361431,2025-10-25 14:56:01.592797
31,0.9474398028559432,0.9987808900104849,0.004108370743667112,0.003098745803648939,2025-10-25 14:56:02.592797
32,0.9533025463187667,0.9990649375768746,0.00368038391111995,0.0015429832568382151,2025-10-25 14:56:03.592797
33,0.9505257693696196,0.9990136715519712,0.004565296582777721,-0.0019552152441180692,2025-10-25 14:56:04.592797
34,0.9493921158305305,0.9988045198957183,0.005058771127897981,0.001790816006187912,2025-10-25 14:56:05.592797
35,0.9541074013819955,0.9996431832267976,0.005451178526048014,0.0007916411483315788,2025-10-25 14:56:06.592797
36,0.9509753981271937,0.9991901757066954,0.004737047390209888,0.00034109255224828994,2025-10-25 14:56:07.592797
37,0.954789586486492,0.9983924572240027,0.005514307772785646,0.00021594739543800978,2025-10-25 14:56:08.592797
38,0.9514072929180697,0.9990559362944308,0.0040099492708925545,-0.0005822757745564955,2025-10-25 14:56:09.592797
39,0.953625034937379,0.9988014640605695,0.003848308780322423,0.00311130522909564,2025-10-25 14:56:10.592797
40,0.957629903376261,0.9992557300004389,0.004672226150551691,0.003021426498240609,2025-10-25 14:56:11.592797
41,0.9596678879338603,0.9987622437784702,0.004892032724469654,0.0009292809146675407,2025-10-25 14:56:12.592797
42,0.959488465205596,0.9989655790675599,0.0046836526259529535,0.0001006590069630442,2025-10-25 14:56:13.592797
43,0.9598692059477864,0.9991514961836941,0.003666278949980062,0.0004823018925674827,2025-10-25 14:56:14.592797
44,0.960453068990731,0.999259726558251,0.004655439980243606,-0.0004080998386324364,2025-10-25 14:56:15.592797
45,0.9590530062705215,0.9986399110778833,0.004047765249747573,0.0005360333565412878,2025-10-25 14:56:16.592797
46,0.9615251357038136,0.9988996496292477,0.005034836274415019,0.001972657088754326,2025-10-25 14:56:17.592797
47,0.9629983204480301,0.9988575164066517,0.0048832991230484245,0.002731740303960395,2025-10-25 14:56:18.592797
48,0.9669886163117344,0.9988040012302278,0.004230060106836323,0.0017590309298750606,2025-10-25 14:56:19.592797
49,0.9665163823077803,0.9995296362720844,0.004443066541331654,-0.001865388512234889,2025-10-25 14:56:20.592797
50,0.9632578392872646,0.9991214945132882,0.004170393239055524,0.0009352395491730725,2025-10-25 14:56:21.592797
51,0.9683868614061264,0.9986217348136995,0.004668660451363414,0.002332731744293104,2025-10-25 14:56:22.592797
52,0.9679233027758508,0.9992753585841164,0.005177571160250619,-4.62321003540378e-05,2025-10-25 14:56:23.592797
53,0.9682943972054183,0.9996366468591038,0.004207136976832228,0.001951532438603909,2025-10-25 14:56:24.592797
54,0.9718263676530586,0.9993097395781654,0.0049520232577589226,0.0026626953921486396,2025-10-25 14:56:25.592797
55,0.9736197879897156,0.9985441890102138,0.00443487119081378,0.0012743776996220757,2025-10-25 14:56:26.592797
56,0.9743751230523028,0.9988547297781402,0.004303563583868828,-0.0009154431763718773,2025-10-25 14:56:27.592797
57,0.9717889016369718,0.999380073344756,0.004646484820022721,-0.00028571862562071226,2025-10-25 14:56:28.592797
58,0.9738036858010614,0.9987876991603144,0.004182378838790313,0.0021252548239729108,2025-10-25 14:56:29.592797
59,0.9760394112849177,0.9991331458284438,0.0044231753473264095,0.0022395313723203025,2025-10-25 14:56:30.592797
60,0.978282748545702,0.9992323902160288,0.004101061053705576,0.0001443362000979609,2025-10-25 14:56:31.592797
61,0.9763280836851136,0.9987219208585266,0.005682362566458194,-0.000206430234439392,2025-10-25 14:56:32.592797
62,0.9778698880768232,0.9989821423931815,0.004717631775985865,0.00032761313318596663,2025-10-25 14:56:33.592797
63,0.9769833099514855,0.9980276197979793,0.0043501372460037074,-5.577377807008954e-05,2025-10-25 14:56:34.592797
64,0.977758340520683,0.9986926837075997,0.004806989955367111,0.0028736346657469714,2025-10-25 14:56:35.592797
65,0.9827305792829795,0.998924229554582,0.004643835975154585,0.0035072205219982,2025-10-25 14:56:36.592797
66,0.9847727815646794,0.9986256650454105,0.004589515200233389,7.023792537219631e-05,2025-10-25 14:56:37.592797
67,0.9828710551337239,0.9994897233911795,0.005007083350021713,0.0006020667386679168,2025-10-25 14:56:38.592797
68,0.9859769150420152,0.9985709575866119,0.005078753855023653,0.0013884200159746674,2025-10-25 14:56:39.592797
69,0.9856478951656732,0.9988679866539909,0.004434749426194737,-0.0006938787831504145,2025-10-25 14:56:40.592797
70,0.9845891574757144,0.9990392221731859,0.00441209087967766,0.0009545334498075042,2025-10-25 14:56:41.592797
71,0.9875569620652882,0.9994323819867198,0.004562474151424178,0.0031379301904178036,2025-10-25 14:56:42.592797
72,0.99086501785655,0.9985692413546462,0.003549039417632208,0.0005575522247283637,2025-10-25 14:56:43.592797
73,0.9886720665147449,0.9993489491256465,0.003942404468900724,0.0009813809586947664,2025-10-25 14:56:44.592797
74,0.9928277797739395,0.9990030699183059,0.005383437133722263,-0.0016291451956330083,2025-10-25 14:56:45.592797
75,0.9854137761234789,0.9987055474046856,0.005522483856750642,0.00021203271790803946,2025-10-25 14:56:46.592797
76,0.9932518452097556,0.999138631042279,0.004575481980221811,0.003661566041674613,2025-10-25 14:56:47.592797
77,0.9927369082068281,0.999059717908672,0.004988278481527883,-0.00016613598549436448,2025-10-25 14:56:48.592797
78,0.9929195732387669,0.9988199349368524,0.0048556250772717685,0.0009594875776440803,2025-10-25 14:56:49.592797
79,0.9946558833621163,0.999020940625497,0.006239440404227619,-0.0007337876947883237,2025-10-25 14:56:50.592797
80,0.9914519978491902,0.9988844059209415,0.005259787455717289,0.0006433412049737242,2025-10-25 14:56:51.592797
81,0.9959425657720637,0.9990340552035754,0.004636041204259617,0.0032994553554593353,2025-10-25 14:56:52.592797
82,0.9980509085601089,0.9991986392023563,0.0042222297796997875,0.002652339801925696,2025-10-25 14:56:53.592797
83,1.0012472453759151,0.9994758050448436,0.003896776839871214,7.939107956134173e-05,2025-10-25 14:56:54.592797
84,0.9982096907192316,0.998628655350352,0.0048017318179336115,-0.0013316137782878879,2025-10-25 14:56:55.592797
85,0.9985840178193394,0.9996399100123968,0.004321824627357848,0.0009712870440358734,2025-10-25 14:56:56.592797
86,1.0001522648073033,0.9984143736601433,0.003988873145201163,0.002678669589941951,2025-10-25 14:56:57.592797
87,1.0039413569992233,0.9989544644714893,0.004376713557878737,0.0017852820225909838,2025-10-25 14:56:58.592797
88,1.0037228288524853,0.9991764951619454,0.004159225998192803,-0.0004903884521223478,2025-10-25 14:56:59.592797
89,1.0029605800949786,0.9990842975603205,0.005543570817536283,0.0011392901928003463,2025-10-25 14:57:00.592797
90,1.006001409238086,0.9988131901440538,0.005140819878474726,0.0015816116224618426,2025-10-25 14:57:01.592797
91,1.0061238033399023,0.9989375633248928,0.004696013679341691,0.0014101514267662596,2025-10-25 14:57:02.592797
92,1.0088217120916185,0.9988520997196023,0.0054399720694450135,0.00015564322612127146,2025-10-25 14:57:03.592797
93,1.0064350897921448,0.9988231905729167,0.0047386841538238095,-0.0003415332677838556,2025-10-25 14:57:04.592797
94,1.0081386455560508,0.9992548806291063,0.0042693578993358685,0.001264718810091936,2025-10-25 14:57:05.592797
95,1.0089645274123287,0.9991071046457896,0.0054615620386348285,-0.00018107893218766158,2025-10-25 14:57:06.592797
96,1.0077764876916755,0.9987921271214218,0.004969455021842329,0.0016430022995435056,2025-10-25 14:57:07.592797
97,1.0122505320114157,0.99926987996263,0.004181376922836772,0.002679344089658753,2025-10-25 14:57:08.592797
98,1.013135175870993,0.999092189856263,0.004604830660958196,0.0006637670489245684,2025-10-25 14:57:09.592797
99,1.0135780661092648,0.9992438586356517,0.004262190873307621,0.00045913146379172876,2025-10-25 14:57:10.592797
100,1.0140534387985765,0.999188888652577,0.004008600134517832,-0.0004657103293461695,2025-10-25 14:57:11.592797
101,1.0126466454505725,0.9987513014967234,0.005163088773765821,0.0007687156799565109,2025-10-25 14:57:12.592797
102,1.0155908701584895,0.9988319456879409,0.0056547083202350655,0.002027430094870386,2025-10-25 14:57:13.592797
103,1.0167015056403133,0.999224188081537,0.0040007162130904295,0.0005731419228903745,2025-10-25 14:57:14.592797
104,1.0167371540042702,0.9991831110796301,0.004981484618345286,0.0011362026742075537,2025-10-25 14:57:15.592797
105,1.0189739109887284,0.9989937295218108,0.004374678715439086,0.002161101995382886,2025-10-25 14:57:16.592797
106,1.021059357995036,0.9990351982149926,0.004456437308117652,0.003002245482223165,2025-10-25 14:57:17.592797
107,1.0249784019531747,0.9993832994687365,0.004403803037880565,0.0007253008253641502,2025-10-25 14:57:18.592797
108,1.0225099596457643,0.9988225285833493,0.004268004615160092,-0.000673861641140916,2025-10-25 14:57:19.592797
109,1.0236306786708929,0.999164129214351,0.004724260813972414,0.0007057501407486955,2025-10-25 14:57:20.592797
110,1.0239214599272617,0.9989393422042698,0.0042845249417944814,-0.0012215477366750438,2025-10-25 14:57:21.592797
111,1.0211875831975428,0.9989346956390318,0.00483522841288992,0.0010027059096637814,2025-10-25 14:57:22.592797
112,1.0259268717465893,0.9993296330555962,0.004674880945275432,0.0029337752945868267,2025-10-25 14:57:23.592797
113,1.0270551337867164,0.9992476249046964,0.0045805259765667955,0.0034445298572811645,2025-10-25 14:57:24.592797
114,1.0328159314611516,0.9992440528908002,0.004246218168979202,0.0007021826946245202,2025-10-25 14:57:25.592797
115,1.0284594991759655,0.9993916436421463,0.0044116143347158335,-0.0012069209008049864,2025-10-25 14:57:26.592797
116,1.0304020896595416,0.9990063011524898,0.0050776956129128786,0.0011124230644226074,2025-10-25 14:57:27.592797
117,1.0306843453048107,0.9992045858913885,0.004950458593812191,-0.0005154515106063906,2025-10-25 14:57:28.592797
118,1.0293711866383288,0.998906919973022,0.004211222377600725,0.0021323084535670445,2025-10-25 14:57:29.592797
119,1.0349489622119448,0.9990972499057466,0.004749666152714613,0.002875384939653003,2025-10-25 14:57:30.592797
120,1.0351219565176348,0.9989609570836897,0.005075693561685895,0.0006029830018746685,2025-10-25 14:57:31.592797
121,1.036154928215694,0.9990290987894979,0.0038652973594393144,-0.0007065466181347402,2025-10-25 14:57:32.592797
122,1.0337088632813654,0.9991785471076311,0.0049716800961899675,0.0015665362332398791,2025-10-25 14:57:33.592797
123,1.0392880006821739,0.99875453379503,0.004368688120527077,0.00046231026134924136,2025-10-25 14:57:34.592797
124,1.0346334838040638,0.9996277161827056,0.0049852993342965795,0.00013883665221081642,2025-10-25 14:57:35.592797
125,1.0395656739865955,0.9986981947855501,0.0043183704217287415,0.004547080557948946,2025-10-25 14:57:36.592797
126,1.0437276449199617,0.9986357434161637,0.0037975589496677406,-0.0006226195495842024,2025-10-25 14:57:37.592797
127,1.038320434887427,0.99934743326205,0.0038862287810584187,-0.0018019794860660854,2025-10-25 14:57:38.592797
128,1.0401236859478296,0.9992374988081889,0.004724042473330691,0.0020449615595650172,2025-10-25 14:57:39.592797
129,1.0424103580065571,0.9991872359451156,0.004829861250860741,0.001017595944833305,2025-10-25 14:57:40.592797
130,1.0421588778374962,0.9991885036527793,0.004247841687447796,-0.0006955409268070145,2025-10-25 14:57:41.592797
131,1.041019276152943,0.9989963259681459,0.005019296229388687,0.0015268124982690257,2025-10-25 14:57:42.592797
132,1.0452125028340342,0.9987308236885543,0.0038692399688655204,0.0014431335866869066,2025-10-25 14:57:43.592797
133,1.043905543326317,0.9990227413674582,0.004666960100676342,0.0013598033251758235,2025-10-25 14:57:44.592797
134,1.0479321094843859,0.9987968514865464,0.004094491900118772,0.001097653348838934,2025-10-25 14:57:45.592797
135,1.0461008500239948,0.9992925359200253,0.004374081946098921,0.00203111584372917,2025-10-25 14:57:46.592797
136,1.0519943411718442,0.9989558827855494,0.004723699335658207,0.0010909448112443876,2025-10-25 14:57:47.592797
137,1.0482827396464836,0.9987523508409623,0.0042697933173580244,-0.0009172220518764984,2025-10-25 14:57:48.592797
138,1.0501598970680912,0.9989035842475041,0.004507722227885087,0.002551544379052584,2025-10-25 14:57:49.592797
139,1.0533858284045887,0.9991238794362827,0.005203146404607221,4.597106911852222e-05,2025-10-25 14:57:50.592797
140,1.0502518392063283,0.9988308826341588,0.004411554065238426,0.0003687165865812192,2025-10-25 14:57:51.592797
141,1.0541232615777512,0.99875333388133,0.0051178460560325715,0.0034927809400631116,2025-10-25 14:57:52.592797
142,1.0572374010864545,0.9990731061634476,0.004135146572671191,-0.0008801692998187116,2025-10-25 14:57:53.592797
143,1.0523629229781137,0.9990734899713326,0.004964902088957642,-0.00016773502640343718,2025-10-25 14:57:54.592797
144,1.0569019310336476,0.9988479170473886,0.005420784310328951,0.002822139898156384,2025-10-25 14:57:55.592797
145,1.0580072027744265,0.9988586885083145,0.0034641777499363558,0.0015519628825917398,2025-10-25 14:57:56.592797
146,1.060005856798831,0.9990696149812073,0.004301552372264762,-0.0005420596357796903,2025-10-25 14:57:57.592797
147,1.0569230835028671,0.9985655746975508,0.00498853606359027,-0.00114750561551491,2025-10-25 14:57:58.592797
148,1.0577108455678013,0.998577760867687,0.0045984773069785035,0.0027136661458416755,2025-10-25 14:57:59.592797
149,1.0623504157945505,0.9987844667336243,0.004885572936685655,0.0025722151556641926,2025-10-25 14:58:00.592797
150,1.0628552758791296,0.9989359658544864,0.00439800740664209,0.0006833251540756535,2025-10-25 14:58:01.592797
151,1.0637170661027018,0.9990932722696794,0.00474329489373645,0.0010042374056106196,2025-10-25 14:58:02.592797
152,1.0648637506903509,0.9994426068650849,0.004622161382303961,2.4256297422420303e-05,2025-10-25 14:58:03.592797
153,1.0637655786975466,0.9992572978869606,0.0052838910308299035,0.0008405793570106512,2025-10-25 14:58:04.592797
154,1.0665449094043722,0.998952018441011,0.004827210421650607,0.0019278710642238739,2025-10-25 14:58:05.592797
155,1.0676213208259944,0.9989942951376292,0.004868801331037601,8.16875415943219e-06,2025-10-25 14:58:06.592797
156,1.066561246912691,0.9986992411906087,0.004494061516938767,0.002527475907192822,2025-10-25 14:58:07.592797
157,1.07267627264038,0.9989944460592023,0.004456196887963754,0.0021429582082848064,2025-10-25 14:58:08.592797
158,1.0708471633292607,0.9989134024083239,0.00448372090609019,-0.002102304139000699,2025-10-25 14:58:09.592797
159,1.0684716643623786,0.9990968155681014,0.0048972260711891485,0.0011374945570689077,2025-10-25 14:58:10.592797
160,1.0731221524433985,0.9987518307169343,0.004489507759589869,0.001171395696322075,2025-10-25 14:58:11.592797
161,1.0708144557550228,0.9991558039542724,0.004844887428448207,0.0010853048644553498,2025-10-25 14:58:12.592797
162,1.0752927621723092,0.9994598216739008,0.005737700399322719,0.0030880511185815696,2025-10-25 14:58:13.592797
163,1.076990557992186,0.9989673719554629,0.005135562351715846,-0.0006529930527474637,2025-10-25 14:58:14.592797
164,1.0739867760668143,0.9991205135166297,0.00453698823391608,0.0007595544195836412,2025-10-25 14:58:15.592797
165,1.0785096668313532,0.9992070431975133,0.005300606961081973,0.0021882371146350055,2025-10-25 14:58:16.592797
166,1.0783632502960843,0.9988796338584343,0.004495962313489224,0.0008134579000969033,2025-10-25 14:58:17.592797
167,1.080136582631547,0.9990672277445432,0.003680937732411073,0.002438785925064191,2025-10-25 14:58:18.592797
168,1.0832408221462126,0.9990037777202345,0.004195956844541298,-0.00011267440665063688,2025-10-25 14:58:19.592797
169,1.0799112338182457,0.9990293028295647,0.0037646040394870724,-0.0016957552776647455,2025-10-25 14:58:20.592797
170,1.0798493115908832,0.9987680970648434,0.004524243257979346,0.0003106475557240751,2025-10-25 14:58:21.592797
171,1.0805325289296939,0.9990073530522777,0.004709209189594776,0.0008926997487387345,2025-10-25 14:58:22.592797
172,1.0816347110883606,0.9991493994873736,0.005538218656137642,0.0017671865895581007,2025-10-25 14:58:23.592797
173,1.08406690210881,0.9994353430823385,0.004863463686882082,0.0021117361291288494,2025-10-25 14:58:24.592797
174,1.0858581833466183,0.9992877812478256,0.004590449735595568,0.0013085663780908474,2025-10-25 14:58:25.592797
175,1.0866840348649918,0.9996459547372535,0.0051147027905917445,0.0014408051435661484,2025-10-25 14:58:26.592797
176,1.0887397936337506,0.9987697957311336,0.003594432345496058,0.000691084961894628,2025-10-25 14:58:27.592797
177,1.088066204788781,0.9992616961910162,0.0048178072790542835,0.0015811246974679616,2025-10-25 14:58:28.592797
