iteration,sample_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
1,1,-1.441178679402594,-0.43263834755038355,-1.6128240013405415,-0.22917540743220785,-0.5338145017034319,1.4164885928403708
1,2,1.1715260164586108,0.8766468888520382,0.8196429368992908,-1.0851734591788453,1.547100878241993,-0.7477080724284587
1,3,0.3358344767163691,0.8585867998742088,-1.666322015908996,0.23541180971102327,-1.3162371640043042,-0.17172148794268197
1,4,-1.2209991853912856,1.0542864622357988,0.12229736233204674,-0.5542820597257612,-0.7748162669840208,-0.5933555889092409
1,5,0.7166147786764983,1.0255978952962646,1.6691023435721009,-1.0532854044569748,-0.8470095978717905,0.8032072279212602
1,6,0.7198806865332353,-0.23209535030896306,0.6605599208344416,1.392413388695941,-0.9820139206972684,1.3715907526262612
1,7,0.3390216083455535,0.5942262762184443,1.860612506115668,-0.5983180629012907,0.9270355047064401,-0.4479185423128897
1,8,-0.4319474708342777,0.3613466242837472,-0.5618267042957078,-0.05502665531433654,1.9099132736237838,0.4194043688939503
1,9,-1.1760973371750447,0.6168636957555798,0.5588631664810906,0.6484823445165129,1.4123278035480824,1.5316587526713275
1,10,1.1173026385089302,0.5115027450903304,-0.4553536504203,-0.9855509144936806,0.7030934696225656,-0.7271622885432372
1,11,1.0349345550916553,-0.7540764662906854,0.8549231717071347,0.32216797752464704,0.2461775155166424,1.6587672001519878
1,12,0.5013594151291808,-0.9013176074053854,-1.1386697723891814,-0.4511105119146478,-1.5046550088873494,-2.3712124696789
1,13,-0.7032252191902438,-0.14676337452426447,0.3253183918258468,-0.25958532467596573,-1.031641208994362,1.6920302009764805
1,14,-0.06372631778273542,-0.6974312157708914,-1.0189608629684705,0.769850709489655,-1.0062827490536466,-0.0514367634990615
1,15,1.6482188005759788,-1.1585277595718266,0.8072732147421035,-0.41243206977573205,-1.4098801868378574,-0.33963146864481986
1,16,0.19995659785336192,0.8769055722706227,-0.7987381783423757,1.7889062014410764,0.49741083144510745,-0.46812195122777484
1,17,0.3605933174543153,-1.1539459963703722,0.8127846796158681,-0.9739780833371771,0.5046772375297,0.3690038535290202
1,18,0.044664892214219105,1.7569343057146332,-0.8301677609316075,1.845179538743282,-0.5054736106965473,1.4354629183397491
1,19,-0.04449473699971249,-0.2500118956021068,1.309611301453234,1.3708807872920774,0.12678776121151128,-0.5885793357349587
1,20,0.9151923385956625,1.5503719806912868,0.09630599405730456,2.0339108510115356,1.9212727397737375,-0.049466175150046574
1,21,-0.5871784640017588,-1.155014976321008,0.08602722895663681,0.7526537420762892,0.021143757266701566,0.013486805199721924
1,22,-1.2291917222010325,1.6783032409422576,-0.7496945319764675,0.6699740803598266,-0.6554767503239602,0.5593972678273695
1,23,-0.052279727631918016,-0.19936915106795722,0.8041896032937416,-1.668970163651475,-0.778410536004059,-0.4636235995540274
